APDM-Water-source-12500_time_03_hour_noise_6.txt,Kulldorff,495.945588340674,433.763345205,0.2888229475766568,0.9700996677740864,0.44512195121951226,0.0 0.0,1011,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_4.txt,Kulldorff,605.2943780894027,436.27982984,0.7994579945799458,0.9800664451827242,0.8805970149253731,0.0 0.0,369,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_4.txt,EBP,39.076982395753475,437.577149879,0.7994579945799458,0.9800664451827242,0.8805970149253731,0.0 0.0,369,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_8.txt,EBP,0.0,437.82116155,0.2032122905027933,0.9667774086378738,0.3358338141950375,0.0 0.0,1432,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_2.txt,EMS,16.938214929560907,443.706161276,0.93125,0.9900332225913622,0.959742351046699,0.0 0.0,320,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_10.txt,Kulldorff,725.1237943977667,447.519122857,0.08735213830755233,0.9568106312292359,0.16008893829905504,0.0 0.0,3297,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_8.txt,EMS,15.696937750676192,447.791854756,0.2032122905027933,0.9667774086378738,0.3358338141950375,0.0 0.0,1432,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_2.txt,EBP,50.483374053489285,448.389985308,0.93125,0.9900332225913622,0.959742351046699,0.0 0.0,320,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_8.txt,Kulldorff,500.40519979803594,448.89436509,0.2032122905027933,0.9667774086378738,0.3358338141950375,0.0 0.0,1432,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_2.txt,Kulldorff,747.873709237867,449.109845336,0.93125,0.9900332225913622,0.959742351046699,0.0 0.0,320,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_10.txt,EBP,0.0,449.703892112,0.08743169398907104,0.9568106312292359,0.16022253129346312,0.0 0.0,3294,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_6.txt,EBP,0.0,449.939226107,0.29554655870445345,0.9700996677740864,0.45306439100077583,0.0 0.0,988,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_10.txt,EMS,21.00012994848471,451.14562292,0.08732565191024863,0.9568106312292359,0.16004445679355378,0.0 0.0,3298,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_4.txt,EMS,16.50236083956271,451.265571825,0.7994579945799458,0.9800664451827242,0.8805970149253731,0.0 0.0,369,0.10666666666666667
APDM-Water-source-12500_time_03_hour_noise_6.txt,EMS,14.32009388088627,451.827740611,0.2879684418145957,0.9700996677740864,0.444106463878327,0.0 0.0,1014,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_10.txt,EMS,23.390336413326853,426.355515557,0.1238558352402746,0.9600886917960089,0.21940714466683559,0.0 0.0,3496,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_4.txt,Kulldorff,841.5416457037775,425.611523778,0.8416030534351145,0.9778270509977827,0.9046153846153846,0.0 0.0,524,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_10.txt,EBP,0.0,439.603105236,0.12389127324749642,0.9600886917960089,0.21946274708565636,0.0 0.0,3495,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_8.txt,Kulldorff,678.075226772015,427.750792471,0.26765799256505574,0.9578713968957872,0.41840193704600476,0.0 0.0,1614,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_6.txt,EBP,19.775224222835504,430.957151568,0.5549936788874842,0.9733924611973392,0.7069243156199677,0.0 0.0,791,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_2.txt,EMS,20.654609733079116,445.470164488,0.9012096774193549,0.991130820399113,0.9440337909186906,0.0 0.0,496,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_10.txt,Kulldorff,898.7090511390365,447.121787318,0.12378502001143511,0.9600886917960089,0.2192960243099519,0.0 0.0,3498,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_8.txt,EBP,0.0,433.848891115,0.26765799256505574,0.9578713968957872,0.41840193704600476,0.0 0.0,1614,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_6.txt,Kulldorff,704.379766813918,440.210079132,0.5549936788874842,0.9733924611973392,0.7069243156199677,0.0 0.0,791,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_2.txt,Kulldorff,1062.946832792642,447.042230699,0.9012096774193549,0.991130820399113,0.9440337909186906,0.0 0.0,496,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_4.txt,EBP,60.363919191446826,442.346776217,0.8416030534351145,0.9778270509977827,0.9046153846153846,0.0 0.0,524,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_2.txt,EBP,72.18696192635298,444.211245734,0.9012096774193549,0.991130820399113,0.9440337909186906,0.0 0.0,496,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_4.txt,EMS,20.05150810037082,444.636314264,0.8416030534351145,0.9778270509977827,0.9046153846153846,0.0 0.0,524,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_6.txt,EMS,18.737962844991397,445.841904664,0.5549936788874842,0.9733924611973392,0.7069243156199677,0.0 0.0,791,0.10666666666666667
APDM-Water-source-12500_time_04_hour_noise_8.txt,EMS,18.706699175947797,447.253897329,0.26732673267326734,0.9578713968957872,0.4179970972423803,0.0 0.0,1616,0.10666666666666667
