APDM-Water-source-12500_time_04_hour_noise_10.txt,Kulldorff,477.06575653410346,171.840624267,0.2198297446169254,0.9733924611973392,0.35866013071895425,1.0721916545976455 477.06575653410346 477.06575653410346 
APDM-Water-source-12500_time_04_hour_noise_8.txt,Kulldorff,579.9857742187542,179.333253971,0.9805825242718447,0.8957871396895787,0.9362688296639629,1.3156070315280886 409.4243225642763 579.9857742187542 579.9857742187542 
APDM-Water-source-12500_time_05_hour_noise_8.txt,Kulldorff,755.665695980555,190.003559578,0.9663716814159292,0.8694267515923567,0.9153394803017603,1.2255808698464534 572.5909561205644 755.665695980555 755.665695980555 
APDM-Water-source-12500_time_05_hour_noise_2.txt,Kulldorff,1369.700623935852,206.870341219,0.8796033994334278,0.9888535031847133,0.9310344827586206,1.7554842485451445 1070.1809723301876 1369.700623935852 1369.700623935852 
APDM-Water-source-12500_time_03_hour_noise_2.txt,Kulldorff,862.0928723751327,241.374971218,0.14340898116851764,0.9867109634551495,0.25042158516020235,2.1898031891871597 568.3740017828234 865.6027157789518 862.0928723751327 
APDM-Water-source-12500_time_04_hour_noise_6.txt,Kulldorff,645.9307491647601,157.992877921,0.9748110831234257,0.8580931263858093,0.9127358490566037,1.4818665639350002 645.9307491647601 645.9307491647601 
APDM-Water-source-12500_time_03_hour_noise_8.txt,Kulldorff,422.3635402735554,165.471255631,0.14811083123425692,0.9767441860465116,0.2572178477690289,1.4012570260911161 422.3635402735554 422.3635402735554 
APDM-Water-source-12500_time_04_hour_noise_4.txt,Kulldorff,1023.6965994509235,207.508062881,0.20920303605313093,0.9778270509977827,0.34466588511137164,1.689216423776088 698.2191469898225 1021.4998680276938 1023.6965994509235 1023.6965994509235 
APDM-Water-source-12500_time_05_hour_noise_10.txt,Kulldorff,587.3224808314117,165.218573324,0.3082400813835198,0.964968152866242,0.46723207401696215,1.0146053643034065 587.3224808314117 587.3224808314117 
APDM-Water-source-12500_time_05_hour_noise_4.txt,Kulldorff,1214.4519984176181,237.904821403,0.2986822840409956,0.9745222929936306,0.4572282405677998,1.5392205350185577 928.7401815714634 1215.9734017157175 1214.4519984176181 
APDM-Water-source-12500_time_03_hour_noise_4.txt,Kulldorff,828.0932357274721,214.402006879,0.14271797369702874,0.973421926910299,0.24893797790994054,1.8415865183314963 521.6804646099697 826.2941317623465 828.0932357274721 828.0932357274721 
APDM-Water-source-12500_time_03_hour_noise_6.txt,Kulldorff,762.9256699428863,178.794296665,0.13922227556409025,0.9634551495016611,0.24328859060402683,1.593533473444495 492.2096849200093 762.9256699428863 762.9256699428863 
APDM-Water-source-12500_time_05_hour_noise_6.txt,Kulldorff,950.8468480400475,175.646726775,0.9550561797752809,0.947452229299363,0.9512390087929655,1.3668528637535928 746.761085107923 950.8468480400475 950.8468480400475 
APDM-Water-source-12500_time_03_hour_noise_10.txt,Kulldorff,307.86842603929017,159.761578003,0.23200677392040644,0.9102990033222591,0.36977058029689613,1.1271065784626444 307.86842603929017 307.86842603929017 
APDM-Water-source-12500_time_04_hour_noise_2.txt,Kulldorff,1074.8430309702746,224.603721055,0.2217782217782218,0.9844789356984479,0.3620057072971872,1.964323733760466 811.5981408180003 1072.448922737793 1074.8430309702746 1074.8430309702746 
